0,-0.130859,-0.347656,0.935547,-0.356618,0.136502,0.128663,-4,0,-10,-6,-1,1,0,-1
0,-0.102051,-0.337891,0.95752,-0.354549,0.136042,0.128368,1,-3,21,9,2,0,0,0
0,-0.117676,-0.381836,0.919434,-0.356276,0.137366,0.127412,-2,-2,-13,1,-2,-3,0,-3
0,-0.128906,-0.339355,0.924805,-0.357595,0.136705,0.128692,2,7,18,-9,1,-1,1,1
0,-0.102051,-0.387207,0.931152,-0.357133,0.135149,0.129877,-2,-5,1,0,1,1,0,1
0,-0.12793,-0.332031,0.943848,-0.356267,0.134193,0.130462,-1,-8,-22,-5,-1,-1,-2,-1
0,-0.130859,-0.32373,0.945801,-0.357117,0.133226,0.129589,-1,3,2,-1,1,0,0,1
0,-0.125488,-0.37207,0.964355,-0.359291,0.132339,0.12726,-1,-3,0,9,1,0,1,-1
0,-0.163574,-0.375977,0.959473,-0.362717,0.133735,0.124696,0,3,18,1,0,-1,-2,0
0,-0.196289,-0.373535,0.953125,-0.365322,0.135351,0.12364,-1,-1,-23,-7,-3,0,-1,1
0,-0.185547,-0.379395,0.95459,-0.367135,0.136663,0.123292,0,-3,2,-6,0,-2,-1,-2
0,-0.157715,-0.352539,0.939453,-0.368135,0.137526,0.122838,4,4,14,4,-1,-2,-1,-1
0,-0.139648,-0.351562,0.946289,-0.369427,0.138095,0.121406,-9,-15,-25,-8,2,-1,-1,-3
0,-0.139648,-0.371094,0.955566,-0.370122,0.138511,0.120047,-2,2,20,6,-4,-2,-1,-2
0,-0.138184,-0.350586,0.944336,-0.369993,0.139156,0.119561,-1,1,2,5,-1,0,-1,0
0,-0.134277,-0.365723,0.953613,-0.370366,0.13937,0.119245,1,3,5,-8,-3,1,-3,0
0,-0.136719,-0.371094,0.947266,-0.371384,0.13941,0.119059,-1,-4,-6,-2,2,-3,-6,-2
0,-0.136719,-0.364258,0.947266,-0.372016,0.139642,0.118729,-2,4,7,0,1,-3,4,0
0,-0.12793,-0.364746,0.947754,-0.372301,0.139784,0.118063,-1,-5,-4,0,-4,7,-2,-1
0,-0.133789,-0.367188,0.947266,-0.372332,0.140007,0.117268,1,-4,-26,-8,1,2,1,1
0,-0.149902,-0.370605,0.960449,-0.372208,0.140531,0.116803,-1,0,9,5,3,-1,0,1
0,-0.148926,-0.370605,0.942383,-0.372821,0.141049,0.116673,-1,-1,-7,8,2,-1,0,0
0,-0.146484,-0.365234,0.948242,-0.372821,0.141049,0.116673,-1,-4,-1,-4,-2,0,-1,0
0,-0.144043,-0.363281,0.964844,-0.372607,0.140849,0.116352,-2,-2,-4,4,0,0,-1,-1
0,-0.154297,-0.356445,0.98584,-0.372111,0.140745,0.116016,0,6,12,3,-2,0,-1,-1
0,-0.179688,-0.333496,1.06396,-0.371288,0.13935,0.116196,-1,-3,3,-7,-3,-1,-1,1
0,-0.100586,-0.361816,0.9375,-0.374077,0.135584,0.114367,-2,-3,-10,-2,-1,-2,-1,-2
0,0.0224609,-0.369629,0.913086,-0.379393,0.131824,0.113644,1,2,6,5,1,1,1,-1
0,0.0444336,-0.411133,0.956543,-0.382654,0.128608,0.11832,-1,-1,-14,-5,-1,1,0,-2
0,0.120117,-0.401855,0.891602,-0.393301,0.128238,0.128092,-2,1,6,4,2,1,0,-1
0,0.0107422,-0.499023,0.899902,-0.408112,0.135042,0.141867,0,1,3,2,-2,-1,-2,-1
0,-0.105957,-0.617188,0.955566,-0.426673,0.14768,0.160599,2,-4,5,-8,3,1,0,-1
0,-0.196289,-0.702148,0.975098,-0.442448,0.167615,0.183618,-6,-4,-5,5,-1,-1,-1,-1
0,-0.28418,-0.568359,0.844727,-0.448775,0.191969,0.209509,1,1,6,2,4,-1,1,-1
0,-0.272461,-0.466309,0.843262,-0.450773,0.216515,0.237531,-1,1,-3,-3,-1,-4,-2,-1
0,-0.297852,-0.429199,0.828613,-0.456384,0.24184,0.265592,0,7,42,15,3,2,2,-1
0,-0.342285,-0.462402,0.853516,-0.463996,0.269574,0.291916,-3,-14,-54,-20,-8,-4,-5,-2
0,-0.381348,-0.404785,0.799316,-0.465264,0.296387,0.316418,-2,2,-3,-4,-1,1,2,1
0,-0.362305,-0.328125,0.803711,-0.461908,0.31884,0.338963,0,-1,6,-2,-1,1,-1,-1
0,-0.34082,-0.259277,0.797852,-0.461563,0.335582,0.357625,-3,2,10,6,-1,0,-1,1
0,-0.307617,-0.257324,0.812988,-0.464892,0.345451,0.371196,0,2,7,1,1,0,1,0
0,-0.332031,-0.304199,0.841309,-0.469922,0.349614,0.38092,-1,-3,-20,-4,-4,-2,-1,-2
0,-0.29541,-0.329102,0.842773,-0.476708,0.347777,0.387221,-3,-2,5,3,-2,2,0,-1
0,-0.29834,-0.332031,0.811035,-0.481799,0.341445,0.392115,0,-3,-21,-9,-3,-3,-2,-3
0,-0.316895,-0.345215,0.827148,-0.486749,0.329866,0.396754,0,2,13,3,1,0,1,0
0,-0.30127,-0.371582,0.864746,-0.492148,0.313393,0.400531,0,-2,-1,-2,-1,-1,-1,0
0,-0.228516,-0.430176,0.889648,-0.498262,0.292668,0.401409,1,1,6,2,1,0,0,1
0,-0.196777,-0.418457,0.852051,-0.502092,0.268882,0.402053,-3,-4,-19,-7,-3,-2,0,0
0,-0.173828,-0.426758,0.811035,-0.505586,0.242259,0.404315,2,2,7,5,4,2,-2,-2
0,-0.101074,-0.498535,0.827637,-0.513608,0.211643,0.406977,2,-1,12,-1,-3,1,1,0
0,-0.0688477,-0.540039,0.865234,-0.5221,0.179405,0.409049,0,0,2,3,0,-1,-1,-1
0,-0.078125,-0.561035,0.871094,-0.529894,0.147928,0.410447,3,0,-6,0,-1,0,0,0
0,-0.0444336,-0.537598,0.84082,-0.536676,0.115858,0.412114,0,6,26,-1,-2,-3,0,0
0,-0.0200195,-0.524902,0.836914,-0.542174,0.0838207,0.413671,-1,-2,-1,-1,-2,1,-1,-2
0,-0.0258789,-0.568359,0.851074,-0.548998,0.0513026,0.414171,0,0,-1,0,2,2,1,-1
0,-0.0595703,-0.618652,0.896484,-0.55527,0.0195322,0.412023,0,-2,-10,-3,-1,-2,0,0
0,-0.0771484,-0.55957,0.912109,-0.559902,-0.0121523,0.407604,2,2,10,4,0,1,1,2
0,-0.112305,-0.544922,0.84668,-0.566021,-0.0443944,0.40268,0,-1,-1,-1,-1,0,-3,0
0,-0.00878906,-0.47168,0.890137,-0.571419,-0.0769054,0.40041,0,-1,-6,-5,0,-2,0,-1
0,0.0512695,-0.591309,1.01953,-0.576899,-0.104422,0.398583,-3,-2,5,-2,1,0,-1,-1
0,0.015625,-0.551758,0.976562,-0.579439,-0.127041,0.392752,1,-4,-14,-2,1,0,0,-2
0,0.104492,-0.458496,0.918945,-0.577616,-0.14845,0.384771,-4,0,8,5,-2,-2,-2,-2
0,0.138184,-0.55957,0.971191,-0.579227,-0.165461,0.380054,-1,-3,-24,-8,-2,0,-1,-2
0,0.100586,-0.685547,1.01465,-0.582106,-0.173557,0.377041,-2,-1,-5,-2,-5,-2,-2,-1
0,0.090332,-0.672363,0.980469,-0.58189,-0.175,0.37435,1,-1,-3,3,2,-3,1,1
0,0.114258,-0.58252,0.908691,-0.580144,-0.173435,0.370763,0,4,16,4,1,0,0,0
0,0.0991211,-0.570801,0.85791,-0.579207,-0.170206,0.36613,-2,-9,-28,-5,1,1,0,1
0,0.126465,-0.56543,0.836426,-0.579395,-0.165939,0.360814,0,1,-8,-5,-3,-1,-2,-1
0,0.135254,-0.557617,0.827148,-0.581271,-0.160564,0.356152,-2,-1,-5,-3,-2,-2,-2,-1
0,0.136719,-0.543945,0.810059,-0.582825,-0.155238,0.351589,0,2,2,-7,-8,-4,-2,1
0,0.134766,-0.530762,0.800293,-0.584592,-0.151056,0.346634,0,7,40,0,3,0,0,-2
0,0.152344,-0.536621,0.813965,-0.58653,-0.14864,0.342243,-1,-6,-30,1,8,1,-2,1
0,0.14502,-0.571289,0.839355,-0.58834,-0.146035,0.339067,-4,-10,-35,-5,-7,-2,-1,-2
0,0.157227,-0.562012,0.835938,-0.588928,-0.143733,0.336868,1,-1,-20,-59,-20,-8,-1,-1
0,0.159668,-0.564453,0.844727,-0.588811,-0.141565,0.335012,3,17,65,15,6,0,-1,0
0,0.15625,-0.54834,0.816895,-0.589079,-0.140068,0.333277,-6,-16,-53,-19,-10,0,1,-2
0,0.163086,-0.547852,0.834473,-0.58917,-0.140037,0.331985,-1,-2,44,33,6,1,-1,0
