timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
336682505580,-2,-2,-4,-2,-2,-1,-4,-3
336682513772,-1,-2,-1,-2,-6,-3,1,-2
336682513772,-4,-4,1,-2,0,1,-3,0
336682520658,-1,-6,-1,8,5,1,-1,1
336682520658,2,11,2,-10,-2,4,-2,-2
336682528076,-3,-12,6,4,-2,-4,-2,-2
336682528076,-2,-17,-15,0,3,-1,-1,-2
336682543125,0,1,-3,-5,-4,-2,-1,-2
336682543125,-2,-3,-4,4,2,1,1,1
336682551263,1,-6,3,-1,-3,0,0,0
336682551263,3,5,2,-1,3,-1,1,-1
336682558095,1,0,3,0,-2,-1,-2,-1
336682558095,-1,-28,-12,-3,-4,-1,-1,-2
336682573807,1,20,-3,2,-1,-1,0,1
336682573807,0,0,9,-4,-3,-3,-3,-1
336682580620,-1,0,-1,-1,-2,-2,1,0
336682580620,-1,3,1,0,-1,2,1,-3
336682595621,-1,-20,-8,0,1,1,0,2
336682595621,-1,18,16,1,-3,2,-1,-1
336682603054,-7,1,-8,-4,-1,-4,-2,-4
336682603054,-1,-7,2,-6,-8,-7,-4,2
336682612093,3,6,-3,4,7,2,-1,0
336682612093,-3,1,-3,0,-2,1,2,0
336682618124,0,-7,8,1,-1,-2,1,0
336682618124,-1,-2,-1,0,1,-2,2,-1
336682634607,-2,-5,-3,-7,-5,-2,-2,-1
336682634607,2,-1,-1,7,4,1,-1,1
336682640599,1,12,7,0,-7,0,1,-3
336682640599,-1,16,-8,-9,-2,0,1,-1
336682655630,1,-1,7,5,1,-1,0,1
336682655630,-2,-21,-10,-2,1,0,0,0
336682663122,3,12,-6,-5,1,1,-1,-1
336682663122,1,14,11,4,3,1,0,0
336682680262,-1,-1,-3,-1,1,-2,-1,-1
336682680262,-2,-3,-3,-6,-4,0,-3,0
336682681073,1,1,3,7,6,0,-2,0
336682681073,0,-7,0,-6,-4,0,1,0
336682694576,-1,-2,-2,-2,0,0,1,-2
336682694576,-1,2,0,-1,0,-1,0,1
336682700621,-1,-5,-1,-3,-7,-2,-2,1
336682700621,0,6,-7,4,1,-2,0,-1
336682715660,0,-2,0,2,0,0,-1,1
336682715660,1,20,7,-2,3,-2,-1,-1
336682723122,-1,-2,5,1,0,0,-1,0
336682723122,0,-23,-5,9,1,2,-1,0
336682732053,2,6,-10,-23,-7,-2,0,0
336682732053,1,-5,5,6,-6,-3,-2,0
336682738173,0,-4,-4,0,3,2,2,-2
336682738173,1,3,7,5,0,0,-1,-1
336682754572,-6,-10,-1,2,4,2,-1,-1
336682754572,0,16,0,-4,-2,-1,-2,0
336682760635,-3,-2,-2,-1,-4,-2,-1,1
336682760635,0,-4,0,4,3,-2,0,-2
336682775627,0,1,5,-2,-1,0,0,-2
336682775627,-2,-6,-4,-6,-2,0,-2,-1
336682783140,-4,-6,-4,4,3,0,1,1
336682783140,3,18,8,-4,-3,1,0,0
336682792077,0,-8,2,5,-2,-2,-2,0
336682792077,-2,-3,-2,1,2,0,0,-2
336682798074,-1,6,3,-9,-2,1,-1,-2
336682798074,-2,-6,-7,-1,1,0,-1,0
336682814548,-2,-6,3,8,0,-1,-1,0
336682814548,1,-11,-10,-5,-2,2,1,-2
336682820643,0,-1,-6,-7,-1,-3,-2,0
336682820643,-3,-3,-3,3,3,2,1,1
336682835615,3,8,1,-5,-6,0,0,-1
336682835615,-4,-16,-9,5,3,-1,2,-2
336682843080,3,-7,2,1,-4,-2,1,2
336682843080,1,1,1,-8,0,-1,1,0
336682852079,0,-1,-3,4,1,0,-1,-1
336682852079,-3,3,2,-3,-2,1,-2,1
336682858109,0,-6,-7,-2,-2,0,-1,-3
336682858109,0,-6,4,3,2,2,0,-1
336682874574,-1,-8,2,-3,-2,1,0,-2
336682874574,-2,2,4,0,0,0,-2,-3
336682880603,0,16,3,-2,-1,-1,0,-2
336682880603,-1,-4,-4,0,-1,0,-2,2
336682895595,-3,-5,-2,-3,-1,-4,-1,-2
336682895595,3,2,5,5,-3,-1,-2,0
336682903107,-5,-10,-7,0,2,1,-2,-1
336682903107,1,-9,-1,-5,-2,-3,0,2
336682912149,-5,2,-5,-1,1,0,2,0
336682912149,3,4,2,-2,-2,-1,-1,0
336682918106,-1,-8,-1,2,1,-1,-1,-1
336682918106,0,18,-2,-2,-2,-2,0,-2
336682934638,1,5,2,-1,-5,0,-1,-2
336682934638,0,1,-10,-5,-1,-1,-2,0
336682940619,-3,-8,16,0,3,-4,0,-1
336682940619,0,3,1,0,-5,-5,-2,-1
336682955572,-1,7,5,8,0,0,2,1
336682955572,0,3,-7,-9,0,0,2,-1
336682963069,1,8,8,3,-1,1,0,0
336682963069,-1,3,1,-2,1,2,0,-2
336682972054,-5,-24,-11,-3,-2,0,-1,-2
336682972054,-3,-4,-5,-3,-1,-3,-2,-2
336682978084,-2,-12,-5,0,-2,0,-1,1
336682978084,-1,6,1,4,6,2,-2,-1
336682994596,2,1,-2,-5,-2,-2,-1,-1
336682994596,-1,-13,2,2,2,-2,0,-1
336683000635,-1,6,-7,-5,-3,-2,-2,-2
336683000635,-3,-15,0,-3,-4,-3,-2,-2
336683015622,-1,-2,-1,-2,0,2,-1,1
336683015622,1,1,-2,-4,0,0,2,0
336683023136,1,-5,1,6,1,-2,0,0
336683023136,-1,6,2,-2,-3,-1,-1,-2
336683032077,2,8,9,0,-3,0,-3,-2
336683032077,0,-3,-9,7,-1,-2,-2,0
336683038224,0,-4,-5,-8,0,3,-4,-1
336683038224,1,-7,2,-2,2,-3,0,-3
336683054568,-2,3,0,3,0,0,0,-1
336683054568,-3,4,7,5,-2,0,-1,0
336683060528,-2,8,-3,7,0,-1,-1,-2
336683060528,0,-5,-1,-8,-1,0,1,1
336683075693,1,9,3,-6,0,-1,-1,0
336683075693,0,-3,7,2,3,4,0,0
336683083109,-1,1,-2,-3,-2,-1,-1,1
336683083109,0,-9,2,2,-3,-2,-2,-4
336683092092,0,3,-6,3,0,-1,2,0
336683092092,-2,-5,-4,-9,-3,-1,-1,-1
336683098114,-1,1,6,5,0,-1,0,-2
336683098114,-1,7,-11,-3,-1,0,-1,-1
336683114576,-6,-31,-6,3,3,3,-2,-1
336683114576,-1,4,5,-1,-1,-1,-1,-2
336683120709,1,-7,-4,-3,-4,-1,0,0
336683120709,-1,1,-3,-2,-1,-1,0,2
336683135641,1,5,3,-2,1,-3,-2,1
336683135641,0,5,3,0,1,1,0,1
336683143154,-2,-6,0,4,-2,0,1,-2
336683143154,-1,-2,1,1,1,2,1,0
336683158712,-2,-3,1,2,-4,-2,0,1
336683158712,-3,11,-13,-8,-1,-3,-2,-1
336683159548,2,3,-11,-6,0,-2,-1,-1
336683159548,-3,-4,0,1,2,3,-1,-1
336683174647,1,4,2,-5,-5,-1,0,1
336683174647,3,-4,11,2,-3,-2,0,1
336683180553,-1,-10,-6,2,-2,-1,-2,-1
336683180553,-1,-2,-1,-5,5,2,2,0
336683195619,-2,6,-2,0,3,-1,0,0
336683195619,-1,-3,3,3,-2,-1,-1,-2
336683203033,0,1,-2,-5,-1,-1,1,0
336683203033,2,4,2,0,-1,-1,-2,0
336683212147,2,10,1,-1,-1,0,-2,-3
336683212147,-5,-19,-2,-4,-2,-1,-1,-4
336683218171,-2,3,2,3,0,1,1,0
336683218171,-1,-4,0,-1,-2,-4,2,3
336683241312,-2,0,-1,-2,-1,0,0,-2
336683241312,0,0,5,0,1,-2,-5,2
336683242060,1,-2,-13,-1,0,0,-3,-1
336683242060,-1,-4,7,2,0,1,-1,-1
336683255569,1,2,5,-2,-2,0,2,0
336683255569,2,4,3,-1,-2,-1,0,0
336683263087,1,3,-7,0,2,3,-4,0
336683263087,-4,1,-18,-15,-9,-5,1,0
336683272087,2,5,3,-2,0,-3,-1,0
336683272087,-2,3,-5,2,-1,0,-3,-2
336683285632,-1,-4,5,-6,-4,-5,-1,0
336683285632,-3,-4,-1,4,1,-1,-5,-2
336683294611,1,-2,-3,-2,1,-1,-1,-1
336683294611,-1,-2,-6,3,0,-2,1,-1
336683300560,0,2,2,-5,-2,-1,0,1
336683300560,0,0,3,6,-3,0,-2,0
336683315632,-1,7,-3,-1,0,1,-1,-2
336683315632,-2,-1,-7,-1,1,-2,-2,-1
336683323161,0,-7,3,-1,-1,0,4,-2
336683323161,2,8,3,1,-1,2,-1,-1
336683338062,0,4,7,0,0,1,0,0
336683338062,0,6,-5,2,1,0,1,0
336683345557,-7,-3,-4,-2,-2,1,-1,-1
336683345557,-3,2,4,0,-1,-1,-3,-1
336683361264,-1,-6,-6,-2,0,-2,-2,-1
336683361264,-1,5,13,1,0,4,3,0
336683362032,-2,-9,-3,0,3,2,-1,0
336683362032,-1,-4,2,5,-2,0,0,-2
336683375604,0,10,1,-5,-1,-1,1,-1
336683375604,-1,-3,-12,-11,-5,-1,2,1
336683383168,1,2,2,4,0,-1,0,-1
336683383168,-3,-5,1,2,3,0,3,-2
336683398107,-1,1,-3,3,2,0,-2,-2
336683398107,0,-5,-1,1,-2,0,2,-1
336683405592,2,8,4,-2,-2,1,-1,0
336683405592,0,-5,-2,-3,3,-1,-3,-1
336683421335,-2,-14,-4,1,-2,-1,-2,-2
336683421335,2,1,7,5,1,-2,-1,1
336683422082,-1,-10,3,0,-2,-1,-2,0
336683422082,-1,-1,-3,-4,-5,-3,1,0
336683435652,-4,-7,-15,1,1,2,-3,-2
336683435652,-3,-9,15,-2,-1,-3,-3,-2
336683443132,2,-1,1,5,1,-3,-2,-2
336683443132,0,6,2,-6,0,3,1,1
336683458106,-1,-16,-11,0,1,-2,1,1
336683458106,0,-2,-3,-2,-3,0,0,0
336683465653,0,2,14,7,1,-1,1,0
336683465653,-1,-13,-16,-10,-5,-1,-1,0
336683481271,0,1,5,0,4,-2,-1,-1
336683481271,-1,4,3,2,0,1,-3,-2
336683482054,-1,-3,-2,-3,-1,-2,1,0
336683482054,0,6,2,5,-1,0,0,0
336683495634,2,4,7,-3,-5,-4,-1,0
336683495634,-4,5,3,4,3,1,0,-3
336683503130,-2,2,-9,-14,4,1,0,0
336683503130,1,-6,4,5,2,1,0,-2
336683518218,-2,7,0,-1,-2,-2,-1,-2
336683518218,-1,4,-2,-1,-2,-1,-2,0
336683525636,2,7,-6,2,-1,3,1,-1
336683525636,-2,-17,9,0,5,-1,-1,-1
336683541321,0,2,-4,-2,1,2,0,0
336683541321,-2,-6,-7,-3,-1,-3,-1,0
336683542065,-2,6,-4,4,-2,-2,-1,-3
336683542065,0,1,-3,-1,-3,-4,1,-2
336683555682,-1,-9,3,2,1,4,-1,-1
336683555682,2,-6,4,0,4,0,1,1
336683563157,1,-19,-4,-2,-2,0,-1,-1
336683563157,6,41,7,3,-4,-5,-1,1
336683578094,-1,-12,4,2,2,0,2,2
336683578094,2,1,-18,-8,-2,-1,1,0
336683585673,0,-10,5,6,1,-1,0,-1
336683585673,2,-2,-1,-1,4,1,-2,0
336683601299,-3,1,-6,-12,-8,-1,1,0
336683601299,2,-3,0,2,4,-3,-2,2
336683602058,-1,2,3,-1,-2,-3,1,-1
336683602058,-1,-8,-5,0,-2,-3,-1,-1
336683615675,1,5,3,-3,-2,-1,1,-1
336683615675,-3,-3,-3,-2,-3,1,-3,0
336683623101,-2,3,-5,1,3,2,-3,2
336683623101,-1,-2,-1,4,0,0,-1,-1
336683638146,1,12,5,1,1,-1,0,0
336683638146,2,-2,-4,-5,-2,1,2,-1
336683645655,-1,12,14,0,-4,-2,2,-1
336683645655,-2,12,2,6,2,3,0,0
336683661385,2,3,-6,-13,-3,-3,-2,-1
336683661385,1,-2,-9,5,-2,-1,-1,-1
336683662071,0,0,8,-6,-4,-1,-2,-1
336683662071,-4,-17,-19,-3,-2,0,-1,1
336683675627,1,-3,12,3,-4,-3,-1,-1
336683675627,-2,16,12,7,3,-1,1,-1
336683683216,-2,-3,-4,-3,-3,-4,-2,-3
336683683216,-4,-11,-14,-10,-5,-4,-1,-1
336683698131,3,-6,3,7,1,-2,2,-2
336683698131,-2,-16,-2,-4,-5,-4,-5,-2
336683705556,1,3,-2,-3,-4,-2,-3,-1
336683705556,0,1,11,3,0,-4,-2,1
336683721054,-2,0,-2,1,4,4,1,-1
336683721054,-3,-5,2,-4,0,-1,1,-1
336683728852,-3,-6,-4,3,1,1,1,-1
336683728852,2,-14,6,1,-2,-4,-1,0
336683735690,-3,0,-9,-6,-2,-2,-1,-3
336683735690,1,3,4,6,2,2,-1,0
336683751362,-2,-5,2,2,2,0,0,0
336683751362,0,8,-4,-3,-3,0,1,-1
336683758155,1,6,-1,4,-3,-1,-2,1
336683758155,-2,11,5,-2,0,-2,0,-1
336683765654,-4,0,-10,-4,1,-2,-2,-3
336683765654,-1,2,6,2,0,3,0,-4
336683781268,-3,-3,-1,4,0,0,-2,-2
336683781268,-3,-4,-7,2,0,3,0,-1
336683782078,3,10,-1,-5,-2,-1,-2,0
336683782078,-6,1,0,-3,-2,-3,-3,-1
336683795677,-1,-10,-2,-1,-3,-2,2,0
336683795677,-1,-6,-2,-2,-3,0,1,-3
336683803180,-1,1,-1,6,-2,-2,-1,-1
336683803180,-2,-16,-2,-13,-2,0,-2,-4
336683818180,-1,1,4,3,-3,-2,0,0
336683818180,-1,-3,1,7,-4,-3,2,0
336683825582,1,1,-3,0,0,0,1,0
336683825582,2,2,-4,-3,-1,0,0,1
336683841305,0,1,-4,-4,1,-2,0,1
336683841305,0,-2,1,-1,1,1,-2,1
336683842084,0,-15,4,0,-4,0,-3,-2
336683842084,1,3,2,3,-1,1,2,1
336683855666,-2,-6,1,1,2,4,-1,-2
336683855666,-2,3,3,-5,-2,-1,0,-2
336683863179,1,13,-4,-2,1,-2,0,0
336683863179,-1,-2,-3,0,2,0,-3,-1
336683878162,3,8,0,-1,-2,-2,-1,-2
336683878162,-2,-4,-4,1,2,0,-2,1
336683885663,-1,-5,-2,-4,-2,-3,-1,-1
336683885663,-1,7,-3,-3,-1,-3,-1,-2
336683901321,-2,0,1,9,0,1,-3,-2
336683901321,1,9,-6,-13,-3,-3,1,-3
336683902080,-3,2,-4,-7,-2,1,-2,-1
336683902080,-1,-2,10,6,-1,-2,0,0
336683915672,-2,-13,-7,-1,-2,-3,-1,1
336683915672,-4,-9,-5,-5,-2,0,-1,-1
336683923187,1,-3,-6,4,2,2,-1,-1
336683923187,1,3,-6,-6,-3,-1,1,-2
336683939643,-2,-16,-1,5,2,-2,1,-3
336683939643,1,4,-3,-2,-3,-2,2,-1
336683945687,-3,3,10,3,5,4,1,1
336683945687,0,0,-2,2,-2,0,-4,-1
336683961348,-2,-2,0,-5,-2,-1,-1,1
336683961348,-1,-5,-2,3,2,0,0,-1
336683962107,1,0,-2,-7,-3,-2,-2,-2
336683962107,-1,-6,0,5,0,1,0,1
336683975724,-1,5,-2,-5,-6,-1,-4,0
336683975724,0,7,10,7,3,1,-2,-1
336683983176,-2,0,-10,-18,-5,-4,1,0
336683983176,3,11,10,9,1,0,2,-1
336683998151,-4,-6,-20,-2,1,2,-2,-2
336683998151,-1,-11,2,4,1,-1,-2,0
336684005623,2,23,3,4,-1,-5,-3,0
336684005623,0,16,-4,-3,-1,-1,-1,-2
336684021257,0,3,10,-2,1,2,-1,1
336684021257,-4,-4,-2,-6,0,-4,-2,0
336684022086,4,0,-2,-2,-2,0,1,1
336684022086,-2,-12,-2,-1,-2,0,0,-1
336684035676,0,4,0,0,-1,2,2,-1
336684035676,1,-3,-2,-2,-1,-1,0,3
336684043235,-5,-8,11,5,2,3,-2,-2
336684043235,-2,-12,-5,-2,-1,-1,-1,-3
336684058168,-3,-1,7,-9,-2,-3,-3,-2
336684058168,-1,-7,-18,-1,1,1,0,1
336684065577,-1,-5,5,9,-1,-5,-3,-1
336684065577,0,6,0,-1,4,1,-2,-1
336684089499,3,8,-4,0,-1,1,2,0
336684089499,0,-1,-3,-6,-2,0,-1,-1
336684090293,1,-1,0,1,-4,-3,1,-1
336684090293,-2,6,-1,0,1,-4,0,2
336684095674,2,-1,6,0,1,1,3,2
336684095674,1,2,6,4,3,4,0,0
336684103198,-2,-12,-4,1,1,2,1,1
336684103198,0,6,1,-7,-4,-4,-1,-2
336684118157,0,2,2,1,1,0,0,1
336684118157,-1,7,4,2,-5,-2,-3,-4
336684125654,-2,4,-8,-3,1,1,-3,-1
336684125654,0,-8,10,8,1,2,1,-1
336684156088,0,-2,-14,-13,2,0,-3,1
336684156088,-1,1,0,2,-4,-2,2,1
336684165159,0,-13,-1,3,3,1,0,0
336684165159,-1,11,6,4,-1,0,0,-1
336684166729,-4,-10,1,1,-2,-1,0,-1
336684166729,1,1,-2,-11,-6,-2,-2,0
336684167553,0,-10,-4,4,3,4,0,-1
336684167553,-2,-5,-3,-5,-4,-2,-2,0
336684178199,1,-2,2,5,1,0,-2,-1
336684178199,0,-4,-1,-2,-1,-2,0,-2
336684185689,-3,8,5,-3,-5,-5,-1,0
336684185689,-1,-6,-13,-4,0,-2,-2,0
336684209441,-1,-8,3,2,1,-2,-3,1
336684209441,1,0,-7,-1,2,-2,1,1
336684210325,0,8,9,1,2,3,0,-1
336684210325,1,-3,-2,3,1,-2,-1,1
336684215618,0,-6,-4,-1,-2,-4,0,-3
336684215618,-1,2,4,8,0,3,1,2
336684223240,-2,-6,2,-3,-2,-1,1,-2
336684223240,-1,-3,-16,1,3,2,0,0
336684238157,0,21,10,2,0,1,0,-3
336684238157,-2,-4,-5,1,-1,-1,-2,-3
336684245585,-5,-7,-10,-6,0,0,-1,-4
336684245585,4,-13,2,-2,-4,-2,0,-2
336684260581,0,8,4,1,-1,-1,1,1
336684260581,-2,-8,8,2,1,2,-1,-1
336684268591,2,21,-5,-1,-3,-3,1,1
336684268591,-1,6,11,0,0,3,3,1
336684277155,-3,-2,-4,1,-1,-2,-1,-1
336684277155,3,10,11,-1,-1,-2,0,-2
336684283089,0,-6,0,2,2,1,-3,2
336684283089,-4,-2,-1,-4,0,-1,-3,-3
336684298175,1,5,5,8,1,-1,-2,0
336684298175,-3,-2,-14,-10,1,-2,1,-1
336684305673,0,-2,-2,-3,-3,2,-3,-1
336684305673,-1,-4,-7,0,-2,0,-1,1
336684320701,2,-2,6,-2,-2,-1,1,0
336684320701,-1,-8,-10,1,-1,-3,-1,-1
336684328886,0,11,0,-7,-1,-6,0,-2
336684328886,-5,-4,12,6,4,2,1,-1
336684335604,-2,-7,-20,-5,-5,-2,-1,0
336684335604,-1,-8,-2,-1,-2,-4,-4,0
336684343098,3,6,-3,-2,-4,-1,1,-1
336684343098,1,-3,0,0,-1,1,-1,0
336684358162,-2,-10,-3,-3,1,-2,-1,-2
336684358162,-1,2,0,-2,2,6,-2,-3
336684365661,0,-7,2,2,-2,0,-1,1
336684365661,1,5,-2,-5,0,-1,0,-1
336684380699,-1,4,2,-1,2,-2,0,-1
336684380699,0,0,5,8,1,-1,-2,-3
336684388836,-3,-9,-2,-7,-4,-2,3,0
336684388836,-2,-1,4,-1,-3,-3,-1,0
336684403834,-4,-9,-4,-1,3,1,1,0
336684403834,2,16,4,0,1,0,-1,0
336684404620,-4,-9,-11,-4,-3,3,-1,-5
336684404620,-1,-5,6,-6,-6,-2,-2,1
336684418131,-2,-2,-1,-1,-4,-5,-1,0
336684418131,0,10,13,4,3,-1,1,0
336684425716,1,-1,4,8,5,2,0,0
336684425716,2,-3,-3,-11,-4,-1,-1,0
336684440620,-2,3,0,5,-2,0,-3,-2
336684440620,0,-9,1,-3,-4,-1,0,2
336684448600,1,-3,1,2,3,0,-2,1
336684448600,-2,3,-2,1,3,-1,1,-1
336684463851,-1,0,8,1,-3,-1,2,-2
336684463851,-2,-2,-19,-6,-4,0,0,2
336684464624,-2,-6,-9,-1,2,-2,-2,0
336684464624,-2,0,5,1,-3,-1,-2,-3
336684478085,-2,-9,-12,4,2,-2,-1,-1
336684478085,-3,-2,4,1,-1,-1,-1,-2
336684485674,3,4,-3,-1,-1,2,-2,2
336684485674,-1,10,-1,-2,-1,0,-3,-2
336684500635,-3,2,-4,-3,-2,-4,-2,-2
336684500635,3,-8,-2,-1,-1,1,0,-1
336684508810,-2,-6,3,3,-1,-2,1,-1
336684508810,-1,4,0,1,-1,-5,-2,1
336684523643,1,-6,-2,-4,-1,3,0,-1
336684523643,-1,-3,4,4,-3,1,-3,-1
336684531380,-3,-2,-7,-5,0,-1,-1,-5
336684531380,-3,-10,-2,10,1,2,-1,-1
336684538073,0,-10,-9,-19,-3,-2,-1,0
336684538073,5,4,9,6,4,-1,0,-1
336684545649,0,-1,0,-1,-4,-1,0,1
336684545649,0,-5,-14,-1,2,0,1,0
336684560665,-2,-3,8,5,7,5,2,-1
336684560665,-2,-1,-4,-7,-2,-1,-1,0
336684568909,1,7,5,2,-3,-4,1,2
336684568909,0,-3,-6,-5,-5,-2,1,-1
336684583824,1,-12,-2,4,-2,1,-2,2
336684583824,-1,-2,1,0,3,0,0,-1
336684584618,-3,-11,4,-1,-2,0,4,-1
336684584618,1,-8,3,2,-2,-1,0,-1
336684598132,1,3,3,-2,-1,-2,1,0
336684598132,-5,-12,-1,3,1,-4,-2,-1
336684605648,-2,-4,-23,-12,-4,0,-3,-1
336684605648,-1,1,6,-2,1,1,-1,-2
336684620674,-2,1,-4,7,2,0,0,1
336684620674,-1,4,-6,-11,-4,-2,-1,-2
336684628838,1,5,9,9,7,3,-2,-1
336684628838,-3,1,5,-3,-1,1,0,-1
336684643772,1,10,-6,0,-2,0,0,0
336684643772,-2,-3,8,3,-5,-3,0,0
336684644551,2,9,-1,4,1,-3,-1,1
336684644551,0,-20,-19,-5,3,2,1,0
336684658210,4,14,6,4,0,-1,-2,0
336684658210,-1,-9,-7,-4,-1,0,0,0
336684665725,0,-1,7,-1,-3,0,-1,-2
336684665725,0,8,12,1,-2,-3,-1,1
336684680678,-2,-20,-13,-3,-1,-1,-1,-1
336684680678,2,0,-5,-3,-1,1,-3,0
336684688848,-3,-5,0,4,-3,-4,1,-2
336684688848,-3,-4,1,-8,1,1,1,-2
336684703862,-2,-3,-8,-3,-3,-2,-3,-2
336684703862,-2,6,13,4,0,2,2,1
336684704677,-3,4,1,-11,-2,2,0,1
336684704677,1,1,-4,0,-3,-3,1,0
336684718157,6,10,12,1,3,2,1,2
336684718157,-1,-11,-7,4,1,-3,-1,-2
336684725648,-2,3,1,1,0,1,-2,-1
336684725648,-1,21,5,0,-1,-2,-3,-2
336684740629,-4,-16,4,-3,-2,-2,-3,-1
336684740629,-1,0,-9,-4,-3,0,-1,-2
336684748892,4,1,7,3,-2,-2,-1,1
336684748892,2,5,-13,2,5,0,-1,-1
336684763867,-2,4,11,8,2,3,3,-3
336684763867,1,17,-1,-6,-3,1,-1,1
336684764625,-5,-10,-5,0,-2,-2,-2,-1
336684764625,1,-14,-8,-1,-2,-1,-2,2
336684778120,-4,-3,-2,-1,1,-1,-2,-2
336684778120,1,5,3,1,2,-4,0,-1
336684785727,1,9,2,-1,0,3,1,-2
336684785727,-2,1,9,7,2,1,-1,-1
336684800759,-3,-9,-7,-12,-4,-3,-1,-2
336684800759,1,0,-1,-2,-1,-1,0,1
336684808881,2,-9,2,5,3,-2,0,-3
336684808881,0,-8,0,-1,-1,2,-1,-1
336684823872,3,11,3,-3,-2,-2,-2,0
336684823872,-1,-2,-1,5,1,1,0,-1
336684824576,-1,-3,-4,-5,-4,-1,-1,-2
336684824576,-4,-6,-2,3,5,0,2,-1
336684838173,0,0,-1,-3,-6,0,0,1
336684838173,-1,2,5,-2,-1,-4,-1,1
336684845671,2,-7,2,2,0,-2,0,2
336684845671,-3,-10,-4,-6,1,-2,-2,-2
336684860612,4,14,9,4,-2,-1,-2,-2
336684860612,1,2,-5,-4,-2,-1,-2,1
336684868899,-1,-7,3,6,0,-2,-2,0
336684868899,5,-4,-14,-16,-6,-1,0,0
336684883823,-3,-1,2,2,-2,-2,0,1
336684883823,2,-3,-8,-3,4,3,1,0
336684884642,-1,8,12,7,3,-2,0,1
336684884642,0,1,-3,3,-2,0,0,0
336684898199,1,-6,2,-4,2,0,0,2
336684898199,-3,-7,-8,-2,-1,0,2,0
336684905689,-2,-2,-3,-6,-3,1,0,0
336684905689,0,3,5,3,0,0,0,-2
336684920708,0,-3,-9,-2,0,-1,-2,-3
336684920708,-2,-2,6,2,-4,1,-1,0
336684928900,-2,3,-2,0,0,2,1,0
336684928900,-2,-11,1,0,-3,0,-2,1
336684943856,1,9,0,2,-2,-1,-2,-1
336684943856,0,-5,3,2,-2,-3,-3,1
336684944609,1,17,-3,-3,-2,-1,-1,1
336684944609,-3,19,0,-3,-2,0,2,0
336684958153,-3,-6,6,-1,-2,1,0,-3
336684958153,-4,-12,-13,-3,1,-2,0,-1
336684965710,4,10,1,10,-3,-1,-2,-2
