timestamp,roll,pitch,yaw
35236139290,-0.351329,0.00131851,-2.84822
35236162107,-0.351329,0.00131851,-2.84822
35236177800,-0.350895,0.00162248,-2.84825
35236199379,-0.350895,0.00162248,-2.84825
35236222163,-0.350139,0.00163287,-2.84827
35236238599,-0.350121,0.00175178,-2.84829
35236291954,-0.350121,0.00175178,-2.84829
35236292592,-0.350014,0.0017312,-2.84833
35236302005,-0.350014,0.0017312,-2.84833
35236319341,-0.350279,0.00160533,-2.84856
35236335578,-0.350651,0.00149998,-2.84874
35236366380,-0.350302,0.00126222,-2.84909
35236401683,-0.350176,0.00124469,-2.84908
35236411607,-0.350589,0.00103837,-2.84918
35236417962,-0.350589,0.00103837,-2.84918
35236439655,-0.350589,0.00103837,-2.84918
35236455425,-0.350463,0.00102085,-2.84917
35236486110,-0.350463,0.00102085,-2.84917
35236500432,-0.350463,0.00102085,-2.84917
35236523608,-0.350337,0.00100333,-2.84916
35236546196,-0.350351,0.000958175,-2.84944
35236560478,-0.350959,0.00102767,-2.84955
35236583667,-0.350959,0.00102767,-2.84955
35236606105,-0.350329,0.00105605,-2.84957
35236620377,-0.350329,0.00105605,-2.84957
35236643636,-0.350203,0.00103854,-2.84957
35236666093,-0.350559,0.00107301,-2.84965
35236680428,-0.350559,0.00107301,-2.84965
35236711130,-0.349823,0.00108092,-2.84972
35236726121,-0.349697,0.00106342,-2.84971
35236740442,-0.349697,0.00106342,-2.84971
35236763610,-0.349697,0.00106342,-2.84971
35236786161,-0.349697,0.00106342,-2.84971
35236807333,-0.349678,0.00118236,-2.84973
35236823630,-0.349552,0.00116486,-2.84972
35236846155,-0.349552,0.00116486,-2.84972
35236867257,-0.349426,0.00114737,-2.84972
35236883621,-0.349426,0.00114737,-2.84972
35236906109,-0.3493,0.00112987,-2.84971
35236927292,-0.349571,0.00104593,-2.8497
35236943704,-0.349426,0.00114737,-2.84972
35236966134,-0.349765,0.000545651,-2.84986
35236987299,-0.350574,0.000156812,-2.8499
35237003584,-0.351985,-5.39273e-05,-2.84942
35237026103,-0.351669,-0.000305101,-2.84918
35237047306,-0.350218,-0.000714108,-2.84885
35237063683,-0.348911,-0.00113007,-2.8487
35237086122,-0.348911,-0.00113007,-2.8487
35237107222,-0.349275,-0.00103238,-2.84845
35237131107,-0.349275,-0.00103238,-2.84845
35237146561,-0.348467,-0.000644147,-2.84841
35237169344,-0.34836,-0.00066483,-2.84845
35237183581,-0.349185,-0.000416771,-2.84843
35237206214,-0.350038,-0.000108778,-2.84813
35237228654,-0.349267,4.14848e-05,-2.84805
35237249607,-0.348235,9.37432e-05,-2.8483
35237273614,-0.348358,9.0383e-05,-2.84842
35237288984,-0.348881,4.16934e-05,-2.84843
35237303645,-0.348093,0.000216022,-2.84819
35237326053,-0.346708,0.00025443,-2.84824
35237348618,-0.346602,0.000233792,-2.84828
35237363460,-0.346602,0.000233792,-2.84828
35237392371,-0.346939,0.000387684,-2.84839
35237408626,-0.346254,0.00077261,-2.84847
35237431094,-0.346128,0.000755042,-2.84846
35237452149,-0.346128,0.000755042,-2.84846
35237468658,-0.3465,0.000766099,-2.84872
35237491093,-0.346482,0.000885055,-2.84874
35237512144,-0.34551,0.000717826,-2.84888
