timestamp,x,y,z
336739860546,-29.6875,26.3125,-11.5625
336739882992,-0.75,22.375,-17.5625
336739897970,15.3125,14.8125,-20.8125
336739920485,-9.6875,9.875,-17.125
336739943034,-17.75,5.3125,-11.9375
336739958006,-13.875,3.125,-4.875
336739980544,-9.4375,0.125,0.6875
336740003037,-5.0625,-2.625,3.8125
336740017955,0.6875,-6.1875,5.75
336740040543,8.6875,-4.5625,-1.125
336740063054,3.125,-2.4375,-2.1875
336740077981,0.1875,-1.1875,2.625
336740100621,-2.25,-2.625,7.8125
336740122946,-2.3125,-0.75,7.125
336740145451,-6.25,-0.1875,7.1875
336740160535,-2.75,-3.9375,8.6875
336740183073,4.3125,-1.875,3.4375
336740199534,-7.4375,0.6875,-1.75
336740220524,-9.25,-1,0.8125
336740243007,-4.25,-2.375,1.5
336740259413,-5.0625,2.6875,-2.375
336740280575,-5.6875,8.625,-4.375
336740304504,-4.0625,7.3125,-4.125
336740319473,-1.9375,2.4375,-1.8125
336740340532,0.9375,-0.25,2.875
336740363030,4.125,-0.875,4
336740379463,2.6875,-1.5,1.0625
336740400478,-2.125,0.8125,-4.0625
336740423010,-7.25,2.8125,-5.4375
336740439544,-9.25,3.4375,-4.25
336740460555,-6.875,2.375,-3.125
336740482997,-2.5,-0.375,-3.75
336740499498,-3.9375,0.25,-3.75
336740520534,-0.6875,1.125,-2.5
336740543018,-1,0.375,-0.375
336740559433,-0.8125,0.875,-0.9375
336740580536,-2.4375,2,-2
336740603026,-3.375,3.8125,-2.6875
336740619410,-4.9375,3,-0.75
336740640472,-2.25,0.5625,2.125
336740662978,0.8125,0.875,-0.5625
336740679521,-1.125,2.8125,-3.5625
336740700564,-4.5,2.75,-3
336740723006,-4.75,1.125,-0.4375
336740739514,-2.625,0.3125,0.8125
336740760541,-1.125,1.8125,-1.4375
336740783037,-1.6875,3.5,-2.9375
336740799546,-3.375,2.8125,-1.625
336740820602,-2.5,-0.3125,0.75
336740844498,-1.375,-0.8125,-0.5625
336740859534,-2.125,-1.3125,-1.8125
336740880616,-3.375,-1.625,-0.625
336740903032,-1.3125,-1.1875,0.3125
336740919611,-1.25,1.5,0.875
336740940587,-1.3125,1.8125,1.4375
336740963010,-0.75,0.375,3
336740979456,3,-0.4375,1.8125
336741000554,4.5,-1.125,1.8125
336741022994,5.125,-1.9375,0.875
336741039501,1.5625,-1.0625,-0.375
336741061955,-0.9375,-1,1.375
336741083011,-0.75,0.25,1.625
336741099539,-0.8125,0.375,-0.125
336741121949,-1,1.8125,-0.3125
336741143059,-1,2.625,-0.5
336741159546,-0.5,1.3125,-0.5625
336741182053,0.25,0.0625,-1.1875
336741203085,0.4375,0.0625,-1.1875
336741219464,0.0625,0.6875,-0.5
336741242056,-0.5625,1.125,-0.6875
336741263009,-0.8125,0.25,-0.375
336741279559,-0.25,0,0
336741301997,0.375,0.125,-0.6875
336741323021,-0.625,1,-0.4375
336741339535,-1.5,1.75,-0.4375
336741362046,-1.5,0.8125,-0.8125
336741383007,-1.1875,0.125,-0.8125
336741399523,-1.5625,0.0625,-0.375
336741422009,-1.5625,-0.4375,0.3125
336741443018,-0.75,0.5625,0.0625
336741459509,-0.9375,1.5,-0.25
336741481997,-1,0.625,-0.4375
336741502981,-0.375,0.6875,-1.1875
336741519522,-1.6875,0.875,-1.125
336741542014,-0.75,0.875,-1
336741562983,-1.625,1.4375,-0.5625
336741579503,-0.25,0.9375,-0.375
336741601932,-0.0625,-0.0625,-0.75
336741623047,-0.125,0.3125,-0.8125
336741639561,-0.8125,1.25,-0.0625
336741661928,-1.6875,1.125,0.1875
336741683088,-1.8125,0.5,0.375
336741698730,-0.1875,0.3125,-0.875
336741721193,-1.1875,0.875,-1
336741743818,-1.6875,1,-0.5625
336741758788,-2.6875,0.75,0.625
336741781209,-2.9375,0.1875,0.8125
336741803765,-4.3125,0.5,0.8125
336741818763,-3.0625,0.9375,-0.75
336741841245,-3.75,0.8125,-1.25
336741863715,-2.4375,0.4375,-0.6875
336741878751,-1.5,0.6875,-0.5
336741901251,-0.875,0.0625,-0.8125
336741923750,0.1875,-0.125,0.125
336741938808,0.625,0.0625,0.5625
336741961254,0.5625,0.0625,1
336741983781,0.3125,-0.9375,0.875
336741998753,0.1875,-1.0625,0.25
336742021265,-0.0625,-1.4375,-0.25
336742043698,-0.0625,-0.875,-0.625
336742058697,0.0625,0.625,-0.4375
336742081217,0,1.8125,-0.8125
336742103772,0.8125,0.8125,-1.25
336742118826,1.125,-0.0625,-0.3125
336742141230,1.5625,-0.5625,0.25
336742163814,1.6875,-0.5,0.5
336742180213,1.5,-0.625,0.1875
336742201270,-0.125,-0.3125,-0.3125
336742223811,-0.5625,-1,-0.4375
336742240140,-0.75,-0.375,-0.5
336742261226,-0.25,1.125,-0.3125
336742277010,-0.1875,1.875,-1.3125
336742300213,-0.5,1.25,-1.3125
336742321263,0.875,-0.25,-1.0625
336742343122,0.5,-1.125,-0.6875
336742360172,-0.3125,-0.4375,-0.25
336742381251,-0.5,-0.1875,-0.0625
336742397047,-0.8125,-0.3125,-0.0625
336742420251,0.125,0.25,-0.375
336742441262,0.625,-0.375,-0.75
336742457030,-0.3125,-0.1875,-0.375
336742480155,0.6875,-0.4375,-0.8125
336742501259,-0.125,-0.875,-2.125
336742516976,-2.625,-0.625,-1.625
336742540184,-2.3125,-0.375,-0.5625
336742562428,-1.75,0.4375,-0.25
336742577376,-0.6875,1.0625,-0.8125
336742600194,0,0.6875,-0.75
336742621250,0.5625,-0.625,-0.25
336742637025,0.625,-1,0.1875
336742660153,-0.1875,-0.625,0.25
336742681302,-0.5625,-0.1875,0.5625
336742697066,-0.3125,-0.25,0.125
336742720187,-0.0625,0.5625,0.125
336742741261,-0.1875,0.0625,0.25
336742758412,-0.6875,0.1875,0.6875
336742780213,-0.125,0.125,0.1875
336742807677,-0.5,-0.1875,0.25
336742817260,0,-0.1875,0.375
336742844442,0.8125,-0.9375,0.25
336742864999,0.25,-0.5625,0.5625
336742877876,0.375,-0.0625,0.375
336742900765,-0.1875,-0.3125,0.125
336742937435,0.25,-0.25,0.125
336742937494,0.375,-0.875,0
336742959582,0.125,-0.75,0.25
336742982897,-0.125,0.0625,0.3125
336742997117,-0.0625,-0.1875,-0.125
336743019554,-0.375,0.375,0.0625
336743043782,0.0625,-0.1875,0.1875
336743057046,0,-0.125,0.375
336743079538,-0.25,-0.25,0.5
336743109957,-0.1875,-0.1875,0.3125
336743118914,-0.4375,0.125,0.3125
336743139700,-0.5,0.125,0.125
336743162710,-0.4375,-0.0625,0.3125
336743177014,-0.25,-0.25,-0.125
336743199580,-0.125,-0.4375,0.0625
336743222785,-0.6875,-0.5,0.0625
336743237048,-1.75,-0.5625,0.3125
336743259545,-1.375,-0.8125,0.375
336743282694,-1,-0.1875,0.1875
336743297022,-0.375,-0.0625,0.25
336743319523,-0.625,-0.0625,0.3125
336743342721,-0.0625,-0.125,0.125
336743357074,0.6875,-0.1875,-0.1875
336743379544,0.625,-0.1875,-0.0625
336743402709,0.4375,-0.125,0
336743417050,0.375,-0.375,0.0625
336743439521,0.5,-0.3125,-0.25
